name,user_score,critics,users,rating,rating_top,playtime,achievements_count,ratings_count,suggestions_count,game_series_count,reviews_count,added_status_yet,added_status_owned,added_status_beaten,added_status_toplay,added_status_dropped,added_status_playing,released_year,released_month,released_day,updated_year,updated_month,updated_day,is_in_top_100_publisher,is_in_top_100_developer,genery,platform,publisher,developer
Batman: Arkham Origins Blackgate - Deluxe Edition,7.5,9,25,3.24,3,4,53,108,338,0,108,61,847,53,7,32,5,2014,4,1,2019,9,17,1,0,Action Adventure,PC,Warner Bros. Interactive,Armature Studio
Romancing SaGa 2,6.3,7,4,0.0,1,4,119,5,493,0,5,3,26,0,4,3,0,1993,12,10,2020,1,16,1,0,Role-Playing,PC,Square Enix,Square Enix
Spider-Man: Edge of Time,6.6,9,9,3.65,4,0,27,26,639,0,26,10,35,23,12,9,0,2011,10,4,2020,9,15,1,0,Action,PlayStation 3,Activision Blizzard,Beenox
Doc Clock: The Toasted Sandwich of Time,6.3,7,15,2.67,3,1,23,12,344,0,12,12,350,2,0,6,0,2010,10,12,2019,9,17,0,0,Miscellaneous,PC,Stickmen Studios,Stickmen Studios
Sherlock Holmes vs. Jack the Ripper,6.8,24,19,3.8,4,0,0,10,522,0,10,1,4,10,3,0,0,2009,5,22,2019,1,9,1,0,Adventure,PC,Focus Home Interactive,Spiders
Gravel,7.3,9,11,3.04,3,5,91,23,468,0,24,2,77,7,2,9,0,2018,2,27,2019,9,17,1,1,Racing,PC,Milestone,Milestone
Mable & The Wood,2.3,15,4,2.43,1,1,68,14,298,0,14,52,471,0,3,4,1,2019,9,18,2019,11,19,0,0,Action,Nintendo Switch,Graffiti Games,Triplevision Games
Mario Sports Superstars,7.4,44,42,0.0,0,0,0,4,379,0,4,1,2,0,0,3,0,2017,3,23,2019,11,30,1,0,Sports,Nintendo 3DS,Nintendo,Bandai Namco Entertainment
The Incredibles,7.8,36,31,3.49,4,0,0,37,552,0,37,3,17,36,5,20,0,2004,9,28,2019,8,28,1,0,Action Adventure,PC,THQ,Sony Interactive Entertainment
Intruders: Hide and Seek,6.7,16,21,0.0,0,0,83,2,117,0,3,5,20,3,2,0,0,2019,2,13,2019,9,20,1,0,Action Adventure,PC,Daedalic Entertainment,Daedalic Entertainment
Between Me and The Night,5.7,9,9,2.39,1,5,18,23,288,0,23,23,496,8,2,6,0,2016,1,22,2019,9,17,0,0,Action Adventure,PC,Kiss,RainDance LX
Disintegration,5.9,48,25,2.9,3,1,79,10,541,0,10,9,109,2,21,4,1,2020,6,16,2020,6,19,0,0,Action,PlayStation 4,Take Two Interactive,V1 Interactive
Wanted: Weapons of Fate,7.1,24,65,3.27,4,6,50,59,1175,0,60,4,119,62,4,8,1,2009,3,24,2020,4,30,1,0,Action,Xbox 360,Warner Bros. Interactive,Warner Bros. Interactive
Little King's Story,7.9,17,8,3.33,4,2,41,8,440,0,9,7,36,3,1,5,0,2009,7,21,2019,8,28,1,0,Strategy,PC,XSEED Games,Marvelous
Morningstar: Descent to Deadrock,5.9,9,18,3.82,4,4,16,11,595,0,11,8,191,11,2,1,0,2015,2,17,2019,9,17,0,0,Adventure,PC,Phoenix Online Publishing,Red Herring Labs
Street Hoops,7.7,22,11,0.0,0,0,0,1,357,0,1,0,2,1,2,0,0,2002,8,12,2019,8,28,1,0,Sports,Xbox,Activision Blizzard,Black Ops Entertainment
Dex,7.7,16,92,3.47,4,5,112,85,446,0,87,56,669,37,9,24,4,2015,5,6,2020,12,16,0,0,Role-Playing,Nintendo Switch,Techland,Badland Games
Sudoku Gridmaster,6.3,14,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,6,26,2019,9,12,1,0,Miscellaneous,Nintendo DS,Nintendo,HUDSON SOFT CO.
Manhunt 2,7.2,38,47,3.72,4,0,0,75,493,1,75,12,23,69,22,33,2,2007,10,29,2020,1,14,1,0,Action Adventure,PC,Rockstar Games,Rockstar North
Planetary Annihilation,5.7,18,411,2.95,3,7,19,131,469,0,131,96,1748,21,9,78,2,2014,9,5,2019,9,17,0,0,Sci-Fi,PC,Uber Entertainment,Uber Entertainment
Conan Unconquered,4.7,26,24,3.0,3,1,111,9,314,0,9,3,41,1,13,6,2,2019,5,30,2020,6,19,1,0,General,PC,Funcom,Petroglyph
Gal*Gun 2,7.0,14,33,3.57,4,1,111,7,142,0,7,2,38,4,5,1,0,2018,4,24,2019,8,28,0,0,Action,PC,PQube,Inti Creates
Sonic Forces,7.1,12,217,2.89,3,6,128,198,848,0,203,71,937,115,24,83,17,2017,11,7,2020,7,31,1,0,Action Adventure,iOS,SEGA,SEGA
Ratchet & Clank: Size Matters,6.4,35,72,3.62,4,5,0,34,420,11,34,6,14,38,5,7,1,2007,2,13,2019,1,9,1,0,Action,PlayStation 2,Sony Computer Entertainment,High Impact Games
24: The Game,8.1,53,47,0.0,3,0,0,5,249,0,5,1,3,5,0,4,0,2006,2,27,2019,9,12,1,0,Action Adventure,PlayStation 2,2K Games,SCE Studio Cambridge
Rumble Roses XX,6.4,54,34,0.0,0,1,0,2,403,0,3,1,2,1,0,1,0,2006,3,28,2019,9,12,1,0,Action,Xbox 360,Konami,Yuke's Co
The Old City: Leviathan,5.6,16,32,3.25,3,1,0,12,521,0,12,13,193,12,7,2,0,2014,12,1,2019,9,17,0,0,First-Person,PC,PostMod Softworks,PostMod Softworks
Bionic Commando Rearmed 2,5.9,42,16,3.15,3,2,12,13,583,0,13,10,83,2,0,6,0,2011,2,1,2019,9,17,1,0,Action,PlayStation 3,Capcom,Capcom U.S.A
Senran Kagura: Peach Ball,7.4,25,20,0.0,0,1,20,2,391,11,2,2,10,0,6,2,0,2019,7,9,2019,11,19,0,0,Action,PC,XSEED Games,Tamsoft
Outward,7.0,17,86,3.45,4,4,220,66,393,0,67,31,296,17,56,33,15,2019,3,25,2020,11,30,1,0,Role-Playing,PC,Deep Silver,Deep Silver
Toby: The Secret Mine,5.0,15,9,3.29,3,4,27,20,382,0,21,4,154,11,4,3,1,2015,10,20,2019,9,17,0,0,Action,macOS,Headup Games,Headup Games
Legend of Kay Anniversary,5.9,22,16,3.26,3,5,66,35,530,0,35,19,154,8,5,6,5,2015,7,27,2019,9,17,1,0,Action Adventure,macOS,THQ Nordic,THQ Nordic
Batman: Arkham Knight - A Matter of Family,5.9,7,34,0.0,0,0,0,3,81,0,3,0,0,3,0,0,0,2015,7,14,2020,4,18,1,0,Action Adventure,Xbox One,Warner Bros. Interactive,Rocksteady Studios
Tornado Outbreak,8.0,12,6,0.0,0,0,59,4,521,0,4,0,19,2,0,0,0,2009,9,29,2019,3,2,1,0,Action,Xbox 360,Konami,Loose Cannon Studios
Bee Movie Game,8.6,16,12,3.38,4,0,50,21,422,0,21,1,27,18,1,5,1,2007,10,30,2019,8,30,1,0,Action,PC,Activision Blizzard,Beenox
Spider-Man 3,7.0,16,58,3.1,3,3,43,139,849,0,139,5,208,132,5,53,0,2007,5,2,2020,12,1,1,0,Action,PSP,Activision Blizzard,Treyarch
Hardwood Spades,5.4,8,5,0.0,0,0,9,1,86,0,1,1,26,2,2,0,1,2000,1,1,2020,10,26,0,0,Miscellaneous,Xbox 360,Silver Creek Entertainment,Silver Creek Entertainment
Viewtiful Joe: Red Hot Rumble,6.9,27,10,0.0,0,0,0,0,0,3,0,0,1,0,1,0,0,2005,9,29,2019,8,28,0,0,Action,GameCube,Capcom,Clover Studio
Atomic Betty,7.9,10,7,0.0,0,0,0,0,219,0,0,0,1,0,1,0,0,2005,8,25,2019,9,12,0,0,Action,Game Boy Advance,Atari,Big Blue Bubble
Northland,7.7,11,12,0.0,0,0,0,0,614,0,0,1,1,0,2,0,0,2003,9,1,2019,1,9,0,0,Strategy,PC,GMX Media,Runesoft
Big Mutha Truckers,5.3,15,20,0.0,4,0,0,5,375,1,5,1,4,5,3,2,0,2002,11,27,2019,8,28,0,0,Driving,Xbox,THQ,Eutechnyx
We Happy Few,5.7,60,177,3.13,3,3,179,198,629,0,199,61,677,40,90,127,26,2018,8,9,2020,5,2,0,0,Action Adventure,PC,Microsoft Studios,Compulsion Games
Zombie Army Trilogy,7.0,26,111,3.32,4,4,200,135,625,0,135,82,1172,56,15,45,7,2015,3,3,2020,12,16,1,1,Action,Nintendo Switch,Rebellion,Rebellion
Go Vacation,7.7,27,51,0.0,0,0,0,3,363,0,3,3,4,0,3,1,0,2011,10,11,2019,1,16,0,1,Miscellaneous,Wii,Nintendo,Bandai Namco Entertainment
Pac-Man,4.8,16,11,4.11,4,4,32,174,184,28,175,6,221,115,2,114,7,1980,5,22,2020,1,19,0,0,Action,macOS,Nintendo,Bandai Namco Entertainment
Mortal Kombat Arcade Kollection,6.6,19,28,3.7,4,1,24,57,431,19,57,8,249,23,0,23,1,2011,8,30,2019,9,17,1,0,Action,PC,Warner Bros. Interactive,Warner Bros. Interactive
Bleeding Edge,5.3,18,147,2.74,3,2,20,56,274,0,57,9,283,9,20,40,5,2020,3,24,2020,3,30,0,1,Action,Xbox One,Microsoft Studios,Ninja Theory
Blitz: The League II,7.5,25,15,3.78,4,0,90,8,75,0,9,0,57,3,0,4,0,2008,10,13,2019,7,24,0,0,Sports,Xbox 360,Midway Home Entertainment,Midway Amusement Games
Legend of Dungeon,7.5,13,57,2.8,3,3,16,40,337,0,40,23,533,7,2,32,0,2013,9,13,2019,9,17,0,0,Action,Linux,Robot Loves Kitty,Robot Loves Kitty
Redshirt,5.5,16,34,2.42,1,2,20,11,304,0,12,8,245,4,1,3,0,2013,7,25,2019,9,17,0,0,Simulation,PC,Positech Games,The Tiniest Shark
Toy Soldiers: War Chest,7.1,19,66,0.0,0,1,46,4,606,0,4,1,40,1,1,1,0,2015,8,11,2020,10,21,1,0,Strategy,PC,Ubisoft Entertainment,Ubisoft
Trailblazers,7.8,8,4,0.0,0,2,36,3,456,0,3,1,19,1,1,0,0,2018,5,7,2019,8,28,1,0,Racing,Linux,Rising Star Games,Rising Star Games
Thunder Wolves,5.7,8,12,2.42,1,1,48,19,355,0,19,16,438,5,0,2,0,2013,5,1,2019,9,17,0,0,Action,PC,THQ Nordic,Most Wanted Entertainment
Dragon Ball Z: Buu's Fury,8.6,19,60,4.0,4,0,0,6,240,2,6,3,6,7,0,1,1,2004,9,14,2020,1,8,1,0,Role-Playing,Game Boy Advance,Atari,Webfoot Technologies
SimCity 2000,7.8,9,13,4.13,4,3,0,78,421,7,78,26,67,60,4,57,0,1993,1,1,2019,9,17,0,0,Strategy,Nintendo 64,Electronic Arts,Maxis
Resident Evil 3: Nemesis,8.7,14,92,4.31,4,18,0,205,604,22,206,26,60,227,21,41,2,1999,9,22,2019,9,17,1,1,Action Adventure,PC,Capcom,Capcom
Hoshigami: Ruining Blue Earth,7.5,9,28,0.0,0,0,0,3,338,0,3,0,1,1,3,3,0,2001,5,31,2019,9,12,1,0,Strategy,PlayStation,Atlus,MaxFive
Eternal Ring,6.1,13,12,0.0,0,0,9,1,288,0,1,3,2,0,3,1,1,2000,3,4,2019,9,12,0,1,Role-Playing,PlayStation 4,Ubisoft Entertainment,FromSoftware
Chronicles of Mystery: The Scorpio Ritual,5.2,12,13,2.7,3,5,0,10,548,0,10,5,217,7,2,2,0,2008,11,11,2019,9,17,0,0,Adventure,PC,City Interactive,4EversGames
Sparkle Unleashed,7.0,8,4,0.0,0,3,36,2,171,0,2,1,59,2,1,0,0,2014,4,16,2019,10,22,1,1,Puzzle,iOS,10tons,10tons
Ninjin: Clash of Carrots,5.3,7,13,3.25,4,1,98,8,177,0,8,5,60,2,0,2,3,2018,9,4,2019,8,28,0,0,Action,PC,Modus Games,Modus Games
The Station,6.4,17,9,3.92,4,2,22,13,418,0,13,3,86,11,9,0,0,2017,7,31,2020,12,16,0,0,Adventure,Nintendo Switch,The Station,The Station
MicroBot,6.0,20,5,3.0,3,0,22,6,512,0,6,0,29,1,0,1,0,2010,12,29,2019,8,2,1,0,Action,PlayStation 3,Electronic Arts,Electronic Arts
Heatseeker,6.3,25,34,0.0,0,0,0,1,131,0,1,0,1,0,0,1,0,2007,3,30,2019,1,22,1,0,Simulation,PlayStation 2,Codemasters,IR Gurus Interactive
BlackSite: Area 51,6.0,48,70,2.93,3,0,0,29,700,0,29,1,11,28,7,6,0,2007,11,12,2020,1,18,1,0,Action,PC,Midway Games,Midway Studios Austin
Marvel Avengers: Battle for Earth,7.3,11,12,0.0,0,0,0,1,649,0,1,1,1,1,0,1,0,2012,10,30,2019,7,24,1,0,Action,Wii U,Ubisoft Entertainment,Ubisoft Quebec
Hot Wheels Stunt Track Challenge,7.3,8,11,0.0,0,0,0,0,354,0,0,0,2,0,2,0,0,2004,11,9,2019,1,9,1,0,Driving,PC,THQ,Climax Studios
Yu-Gi-Oh! Capsule Monster Coliseum,8.0,9,41,0.0,0,0,0,4,0,0,4,0,3,4,1,1,0,2004,7,29,2019,7,31,1,0,Miscellaneous,PlayStation 2,Konami,Winky Soft
Wildlife Park,6.3,8,9,0.0,0,3,0,2,509,0,2,0,5,1,0,3,0,2003,5,1,2020,3,20,0,0,Strategy,PC,b-alive,b-Alive
X2: Wolverine's Revenge,6.4,21,7,3.58,4,0,0,26,417,0,26,3,10,15,4,19,0,2003,4,14,2020,9,6,1,0,Action Adventure,PC,Activision Blizzard,Vicarious Visions
Project Nomads,7.9,13,18,4.18,4,0,0,11,518,0,11,1,6,6,5,5,0,2002,11,7,2019,9,14,1,0,Strategy,PC,cdv Software Entertainment,Radon Labs
Stuart Little 2,7.1,7,11,0.0,0,0,0,1,314,0,1,0,3,1,2,3,0,2002,7,1,2020,6,1,1,0,Action,PC,Infogrames,Hyperspace Cowgirls
Rock Manager,7.1,10,10,0.0,0,0,0,0,338,0,0,1,1,0,3,0,0,2001,10,1,2019,1,9,0,0,Strategy,PC,PAN Interactive,Monsterland
Hogs of War,8.5,10,61,4.41,5,1,0,41,332,0,41,3,56,44,6,14,0,2000,6,7,2019,9,17,0,0,Strategy,PC,Sony Computer Entertainment,Sony Interactive Entertainment
Super Neptunia RPG,5.6,13,26,0.0,0,8,52,4,511,0,4,3,34,2,12,3,2,2019,6,20,2019,11,19,0,0,Role-Playing,Nintendo Switch,Idea Factory International,Compile Heart
Absolver,7.2,7,11,2.82,3,2,65,307,476,0,310,119,1440,41,28,193,14,2017,8,28,2019,9,17,1,0,Role-Playing,PC,Devolver Digital,Devolver Digital
Armageddon Riders,6.3,12,11,0.0,3,0,11,5,600,0,5,1,35,0,0,4,0,2009,2,6,2019,9,12,1,0,Driving,PC,Headup Games,Targem Games
PixelJunk Racers,6.1,12,10,0.0,0,0,0,1,290,0,1,0,1,0,0,1,0,2007,9,13,2019,9,12,1,0,Driving,PlayStation 3,Sony Computer Entertainment,Q-Games
Metal Gear Survive,2.0,14,198,2.4,1,8,137,80,412,0,85,17,244,14,15,43,2,2018,2,20,2019,9,17,1,1,Action Adventure,PC,Konami,Konami Digital Entertainment
Madagascar: Escape 2 Africa,6.8,0,0,3.38,3,7,49,26,475,0,26,3,34,21,0,8,0,2008,11,4,2020,6,27,1,0,No info,PlayStation 3,Activision Blizzard,Activision
Warparty,6.7,11,9,0.0,0,2,45,4,356,0,4,4,26,0,3,3,0,2019,3,28,2019,8,28,0,0,Strategy,PC,Crazy Monkey,Crazy Monkey Studios
Etherium,6.3,19,26,0.0,0,4,65,3,455,0,3,4,123,0,3,0,0,2015,3,25,2019,9,17,1,0,Strategy,PC,Focus Home Interactive,Tindalos Interactive
Pineapple Smash Crew,7.5,10,15,0.0,0,1,0,1,467,0,1,2,92,1,0,2,1,2012,2,2,2019,9,17,0,0,Action,PC,RichMakeGame,RichMakeGame
Cooking Mama: World Kitchen,4.8,17,13,0.0,0,0,0,0,140,9,0,0,1,0,0,1,0,2008,11,24,2019,9,12,1,0,Simulation,Wii,Majesco Entertainment,Cooking Mama
Lords of EverQuest,7.7,25,16,0.0,0,0,0,0,470,0,0,0,0,0,1,0,0,2003,12,3,2019,1,9,1,0,Strategy,PC,Sony Interactive Entertainment,Rapid Eye Entertainment
RollerCoaster Tycoon,8.3,8,12,4.43,5,1,0,67,478,3,68,3,45,52,4,35,1,1999,3,31,2019,4,23,0,0,Strategy,PC,Hasbro Interactive,Chris Sawyer
Looney Tunes: Space Race,6.6,14,8,0.0,0,0,0,4,114,0,4,0,1,4,2,3,0,2000,11,17,2019,8,28,0,0,Driving,Dreamcast,Infogrames,Krome Studios Melbourne
Urban Empire,5.3,20,37,2.6,3,4,74,14,558,0,15,6,74,3,5,7,1,2017,1,19,2019,9,17,1,0,Strategy,PC,Kalypso Media,Reborn Games
Fuse,5.7,46,132,2.43,3,1,76,58,311,0,58,25,548,14,2,14,0,2013,5,28,2020,11,28,1,0,Action,macOS,Electronic Arts,Electronic Arts
Moon Hunters,6.2,14,19,3.36,4,3,131,88,399,0,89,92,903,38,20,34,8,2016,3,9,2019,9,17,0,0,Role-Playing,macOS,Kitfox Games,Kitfox Games
Sniper Elite: Nazi Zombie Army,7.3,24,253,3.36,4,3,26,58,540,0,58,18,433,25,3,21,3,2013,2,28,2020,2,7,1,1,Action,PC,Rebellion,Rebellion
Mad Tracks,7.1,21,11,3.08,4,2,24,13,343,0,13,4,95,7,2,6,0,2006,2,1,2020,4,20,0,0,Driving,PC,Microsoft Studios,LOAD
Worms Battlegrounds,5.9,16,75,3.19,4,0,68,310,460,18,310,73,1415,28,1,163,10,2014,5,30,2019,9,17,1,1,Strategy,Xbox One,Team17 Digital,Team17 Digital
Sacred Citadel,6.9,16,16,2.81,3,1,87,98,573,0,99,70,1256,30,4,36,0,2013,3,19,2019,9,17,1,0,Action,PC,Deep Silver,Deep Silver
Leisure Suit Larry: Magna Cum Laude,6.6,49,14,3.08,3,22,0,13,320,0,13,2,4,12,1,4,0,2004,10,4,2019,10,16,1,1,Adventure,PC,Vivendi Universal Games,High Voltage Software
Predator: Hunting Grounds,5.2,8,101,2.46,3,0,38,13,208,0,13,7,49,2,26,6,1,2020,4,24,2020,3,27,0,0,Action,PC,20th Century Fox,IllFonic
NHL 2K11,6.6,12,5,0.0,0,0,0,1,0,0,1,0,0,0,0,1,0,2010,8,24,2019,1,9,1,1,Sports,Wii,2K Sports,Visual Concepts
Warriors Orochi,6.5,13,11,3.81,4,0,29,16,608,0,16,0,38,14,1,9,1,2008,3,28,2020,9,15,0,0,Action,PS Vita,Koei,Sony Interactive Entertainment
Fracture,6.2,40,23,2.81,4,0,50,21,684,0,21,4,108,11,3,9,0,2008,1,1,2019,10,9,1,0,Action,Xbox 360,Disney Interactive,Day 1 Studios
Jagged Alliance: Back in Action,5.5,35,190,0.0,0,4,0,3,540,0,3,0,6,1,0,0,0,2012,2,14,2019,1,9,1,0,Strategy,PC,Kalypso Media,Coreplay
Tower Bloxx Deluxe,7.3,19,9,3.12,3,3,5,8,265,0,8,2,29,3,1,2,0,2008,6,5,2019,1,9,0,0,Miscellaneous,Xbox 360,Microsoft Studios,Digital Chocolate
Contrast,7.6,24,198,3.38,4,4,122,221,615,0,221,71,1227,154,37,78,3,2013,11,15,2019,10,23,0,0,Miscellaneous,PC,Focus Home Interactive,NVIDIA Lightspeed Studios
Conception II: Children of the Seven Stars,7.2,24,103,3.17,4,4,51,6,437,0,6,9,57,0,4,2,4,2014,4,15,2019,8,28,0,0,Role-Playing,PC,Atlus,Spike Chunsoft Co
Deadpool,7.4,49,382,3.75,4,5,234,334,674,0,339,42,1071,306,36,86,9,2013,6,25,2020,6,29,1,0,3D,PC,Activision Blizzard,Activision
Mace Griffin Bounty Hunter,8.5,19,8,0.0,0,0,0,2,630,0,2,0,1,1,3,1,0,2003,9,1,2019,1,9,1,0,Action,PC,Vivendi Universal Games,Warthog
Crash Bandicoot: The Wrath of Cortex,7.0,11,53,3.84,4,0,0,50,463,9,50,7,19,52,9,19,1,2001,10,29,2019,8,28,0,1,Action,Xbox,Vivendi Universal Games,Traveller's Tales
Driver 2,7.7,14,135,4.14,4,0,0,77,303,6,77,5,17,48,10,45,0,2000,11,13,2019,9,17,0,0,Driving,PlayStation,Infogrames,Ubisoft Reflections
Vendetta Online,7.1,10,22,0.0,0,0,0,1,373,0,1,0,1,0,1,0,0,2004,11,4,2019,10,22,0,0,Role-Playing,iOS,Strategy First,Guild Software
James Bond 007: Blood Stone,7.2,66,71,3.51,4,15,49,41,590,0,41,4,78,54,7,7,0,2010,11,2,2020,5,15,1,0,Driving,PC,Activision Blizzard,n-Space
Barnyard,8.2,13,17,3.69,4,0,0,15,383,0,16,1,6,17,4,5,2,2006,8,1,2019,8,28,1,0,Action,PC,THQ,Halfbrick
Betrayer,7.2,35,131,3.36,4,3,21,77,635,0,78,52,831,28,7,32,4,2014,3,24,2019,9,17,0,0,Modern,PC,Blackpowder Games,Blackpowder Games
WWE 2K15,5.2,44,178,2.83,3,10,195,54,400,0,54,3,284,24,0,26,1,2014,9,30,2019,10,23,1,0,Action,Xbox One,2K Games,2K
Raging Justice,5.9,10,13,0.0,5,5,150,3,195,0,5,0,26,2,4,0,0,2018,5,8,2019,8,28,0,0,Action,PC,Team17 Digital,Team17 Digital
Space Force: Rogue Universe,5.9,15,33,0.0,0,0,0,0,453,0,0,0,1,0,2,0,0,2007,6,5,2019,1,9,0,0,Simulation,PC,JoWooD Productions,Provox Multimedia
The Complex,7.3,14,19,3.37,4,2,13,27,399,0,27,12,83,21,40,4,0,2020,3,31,2020,12,16,1,0,Adventure,iOS,Wales Interactive,Wales Interactive
Trinity Universe,7.5,25,28,0.0,0,0,37,2,468,0,2,4,29,0,1,0,0,2009,10,1,2019,9,12,1,0,Role-Playing,PlayStation 3,NIS America,NIS America
The Little Acre,6.5,12,22,3.43,4,3,67,30,512,0,30,37,379,25,15,5,3,2016,12,12,2019,10,22,0,0,Action Adventure,iOS,Curve Digital,Curve Digital
Back to Bed,5.2,8,13,2.98,3,3,36,129,230,0,130,85,1284,33,10,57,7,2014,8,6,2019,10,22,0,0,Action,iOS,4EversGames,Bedtime Digital Games
Breach & Clear: Deadline,6.8,8,5,0.0,0,0,83,1,485,0,1,0,4,0,0,1,0,2015,7,20,2019,8,2,0,0,Strategy,Xbox One,Devolver Digital,Mighty Rabbit Studios
Color Guardians,6.2,16,59,2.32,3,8,46,56,449,0,56,16,330,9,0,25,1,2015,5,12,2019,9,17,0,0,Action,macOS,Niffler,Fair Play Labs
Conception II: Children of the Seven Stars,7.6,11,42,3.17,4,4,51,6,437,0,6,9,57,0,4,2,4,2014,4,15,2019,8,28,0,0,Role-Playing,PC,Atlus,Spike Chunsoft Co
Spider-Man: Friend or Foe,8.0,15,34,3.07,3,0,0,57,571,0,57,7,11,66,4,20,1,2007,10,2,2020,8,10,1,0,Action,PSP,Activision Blizzard,Beenox Studios
WWE SmackDown vs. Raw 2008,6.6,12,16,4.17,4,4,0,12,195,0,12,2,8,18,1,6,0,2007,11,9,2020,11,1,1,0,Action,PlayStation 3,THQ,YUKE'S Co.
Forza Horizon 2 Presents Fast & Furious,7.8,12,123,3.8,4,0,26,91,155,0,91,6,442,68,4,15,0,2015,3,27,2020,5,7,1,0,Racing,Xbox 360,Microsoft Studios,Sumo Digital
Sphinx and the Cursed Mummy,6.9,15,20,0.0,0,1,34,2,597,0,2,3,37,0,4,1,1,2017,11,9,2019,8,28,1,0,Action Adventure,PC,THQ Nordic,THQ Nordic
Athens 2004,7.4,57,14,0.0,0,0,0,2,329,0,2,0,2,3,2,0,0,2004,7,2,2019,1,9,1,0,Sports,PC,Eidos Interactive,Eurocom Entertainment Software
F.E.A.R. Perseus Mandate,7.2,27,131,3.82,4,7,0,59,500,8,60,18,26,69,6,5,0,2007,11,6,2019,11,11,1,1,Action,PC,Sierra Entertainment,TimeGate Studios
Rory McIlroy PGA Tour,3.8,33,89,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,7,14,2019,6,25,1,1,Traditional,Xbox One,EA SPORTS,Electronic Arts Tiburon
99Vidas,6.5,11,37,3.07,3,2,106,75,464,0,75,24,280,9,1,30,3,2016,12,22,2020,10,10,0,0,Action,Linux,Plug In Digital,QUByte Interactive
Blacklight: Tango Down,7.3,44,68,2.56,3,1,48,9,430,0,9,3,127,2,1,8,0,2010,7,7,2019,10,23,0,0,Action,PC,Ignition Entertainment,Zombie Studios
Lost Planet 3,5.7,30,107,3.14,3,4,129,119,621,2,120,77,1182,75,17,43,7,2013,8,26,2019,9,17,1,0,Action,PC,Capcom,Capcom U.S.A
The Park,6.0,11,11,3.1,3,2,42,47,585,0,48,12,220,39,9,6,0,2015,10,26,2019,11,19,0,0,Action Adventure,Nintendo Switch,Funcom,Funcom
Gunscape,5.0,7,4,1.85,1,1,129,13,425,0,13,16,295,0,0,6,0,2016,3,1,2019,12,20,0,0,Action,macOS,Blowfish Studios,LEVEL 77
Gal Metal,6.6,21,10,0.0,0,0,0,0,0,0,0,0,4,0,0,0,1,2018,10,30,2019,1,9,0,0,Action,Nintendo Switch,Marvelous,DMM Games
WRC 8 FIA World Rally Championship,5.9,10,19,3.42,4,4,86,12,267,0,12,9,69,0,4,13,1,2019,9,10,2020,1,26,1,0,Racing,PC,Bigben Interactive,KT Racing
Friday the 13th: The Game,6.3,16,245,3.11,3,9,105,176,503,0,177,40,639,26,16,107,14,2017,5,25,2019,9,17,0,0,Action Adventure,PC,Gun Media,GUN MEDIA HOLDINGS
Pure Chess,6.9,8,17,3.78,4,3,37,9,517,0,9,2,91,5,0,5,0,2012,4,11,2019,10,23,0,0,Miscellaneous,Nintendo 3DS,Ripstone,VooFoo Studios
Rig'n'Roll,5.3,9,26,0.0,0,0,0,2,322,0,2,0,0,2,0,1,0,2010,4,16,2019,1,9,1,0,Driving,PC,1C Company,SoftLab-NSK
Star Wars Battlefront: Elite Squadron,5.5,12,11,3.33,4,0,0,6,159,0,6,2,2,5,3,1,0,2009,11,3,2019,9,12,1,0,Action,Nintendo DS,LucasArts Entertainment,LucasArts Entertainment
Pinobee: Wings of Adventure,8.0,8,4,0.0,0,0,0,0,342,0,0,0,1,0,1,0,0,2001,3,21,2019,8,28,0,0,Action,Game Boy Advance,Activision Blizzard,Artoon
Europa Universalis: Crown of the North,6.8,9,10,0.0,0,0,0,0,273,0,0,0,1,1,1,0,0,2003,7,22,2019,1,9,1,0,Strategy,PC,Strategy First,Paradox Entertainment
007: The World is not Enough,6.7,11,51,3.86,4,0,0,22,408,0,22,2,11,21,6,18,0,2000,10,17,2020,8,23,1,0,Action,PC,Electronic Arts,Eurocom
Mission: Impossible,6.6,11,44,3.5,4,0,0,10,412,0,10,1,9,8,1,4,0,1991,11,28,2019,9,12,0,0,Action Adventure,NES,Atari,Konami Digital Entertainment
Magnetic: Cage Closed,7.4,17,22,2.5,3,3,58,8,491,0,8,5,182,4,6,0,1,2015,5,26,2019,9,17,0,0,Sci-Fi,PC,Good Shepherd Entertainment,Guru Games
The Grim Adventures of Billy & Mandy,6.1,10,7,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,2006,9,25,2019,8,28,1,0,Action,Game Boy Advance,Midway Games,High Voltage Software
World of Warriors,2.9,12,10,0.0,1,0,31,5,486,0,5,0,8,0,0,1,1,2014,11,4,2019,10,22,0,0,Action,iOS,Fracture Games,Sony Interactive Entertainment
Blood Bowl,6.0,9,4,2.57,4,25,31,7,390,4,7,1,27,3,0,6,0,2009,6,25,2019,10,22,0,0,Sports,iOS,Focus Home Interactive,Focus Home Interactive
Tharsis,4.9,23,47,2.93,4,4,24,29,363,0,29,42,665,6,1,15,1,2016,1,10,2020,12,16,0,0,Miscellaneous,Nintendo Switch,Choice Provisions,Choice Provisions
Dungeons 2,6.6,9,25,2.82,4,4,45,192,562,0,192,189,2277,30,9,60,3,2015,4,23,2020,6,15,1,0,Strategy,Linux,Kalypso Media,Kalypso Media
